TaxNumCl_2023,Taxonomy,Common_Name,AlphaCode,Scientific_Name,NFA_new,NFA_min,NFA_max,NFA_Score,NFA_Uncertainty_pct,DFA_new,DFA_min,DFA_max,DFA_Score,DFA_Uncertainty_pct,FA_N&D,FA24,FA24_min,FA24_max,FA,FA_litSourceNo,FA_litSourceNo_rescaled,FA_valueRangeDif,FA_actVSsimSpp,uFA,uFA_old,FA_Reference,RSZt_new,RSZt_min,RSZt_max,RSZt_litSourceNo,RSZt_litSourceNo_rescaled,RSZt_valueRangeDif,RSZt_actVSsimSpp,uRSZt,RSZt_Score,RSZt_Uncertainty_pct,RSZt_Reference,MA_new,MA_min,MA_max,MA_litSourceNo,MA_litSourceNo_rescaled,MA_valueRangeDif,MA_actVSsimSpp,uMA,MA_Collision_Score,MA_Uncertainty_pct,MA_Reference,CV_new,uCV,CV_Best_Estimate_old,uCV_old
6983,Petrels and Fulmars,Cooks Petrel,COPE,Pterodroma cookii,NA,NA,NA,4,0.5,NA,NA,NA,5,0.5,NA,0.36,0.36,NA,0.36,3,0.5,0,0.25,0.25,0.5,"Bonnet-Lebrun et al. 2021, Carboneras et al. 2020d, Drew et al. 2005",0.002,0.001,0.01,5,0.167,0.009,0.5,0.225,1,0.5,"similar spp: NOFU: Bradbury et al. 2014, Cook et al. 2012, Deakin et al. 2022, Furness et al. 2013, Johnston et al. 2014",0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00044,0.026,6.33,0.125
7039,Shearwaters,Flesh-footed Shearwater,FFSH,Ardenna carneipes,0.32,0.32,NA,3,0.5,0.72,0.72,NA,3,0.5,0.52,0.33,0.33,NA,0.33,5,0.167,0,0.5,0.222,0.5,"Adams et al. 2016, Bonnet-Lebrun et al. 2021, Drew et al. 2005, Takekawa et al. 2017; similar spp: PFSH: Carle et al. 2019",0.002,0,0.052,5,0.167,0.052,0.5,0.24,1,0.5,"similar spp: WTSH: Adams et al. 2020, MASH: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; SCSH: Courbin et al. 2023",0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00042,0.025,5.33,0.125
7053,Shearwaters,Manx Shearwater,MASH,Puffinus puffinus,0.3,0.3,NA,3,0.25,0.72,0.72,NA,3,0.25,0.51,0.18,0.18,NA,0.345,2,0.667,0,0.25,0.306,0.25,"Bonnet-Lebrun et al. 2021, Dean et al. 2013",0.002,0,0,4,0.333,0,0.25,0.195,1,0.5,"Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Johnston and Cook 2016",0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.25,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00042,0.027,5,0.031
6355,Alcids,Marbled Murrelet,MAMU,Brachyramphus marmoratus,0.027,0.001,0.054,2,0.5,0.085,0.08,0.09,1,0.5,0.056,NA,0.033,0.038,0.056,7,0,0.01,0.5,0.17,0.5,"Drew et al. 2005, Felis et al. 2023, Nelson 2020; similar spp: COMU: Dunn et al. 2020; LIAU: Jakubas et al. 2014; RAZO: Benvenuti et al. 2001",0.02,0.003,0.03,4,0.333,0.027,0.5,0.287,1,0.5,"similar spp: LIAU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; COMU: Furness et al. 2013",0.68,0.45,0.72,7,0,0.27,0.5,0.257,1,0.25,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00036,0.013,3.67,0.063
7047,Shearwaters,Short-tailed Shearwater,STTS,Ardenna tenuirostris,0.2,0.2,NA,3,0.5,0.4,0.4,NA,3,0.5,0.3,0.2,0.2,NA,0.25,5,0.167,0,0.5,0.222,0.5,"Bonnet-Lebrun et al. 2021, Drew et al. 2005; similar spp: MASH: Dean et al. 2013, WTSH: Adams et al. 2020, PFSH: Carle et al. 2019",0.002,0,0.052,5,0.167,0.052,0.5,0.24,1,0.5,"similar spp: WTSH: Adams et al. 2020, MASH: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; SCSH: Courbin et al. 2023",0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00032025,0.025,5,0.125
690,Sea Ducks,White-winged Scoter,WWSC,Melanitta deglandi,0.1,NA,NA,3,0,0.1,0.1,NA,3,0.25,0.1,NA,NA,NA,0.1,4,0.333,0,0.25,0.194,0.125,"Adams et al. 2016, Brown and Fredrickson 2020, Drew et al. 2005, Takekawa et al. 2017",0.03,0.01,0.16,5,0.167,0.15,0.5,0.272,3,0.5,"similar spp: COSC: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015; COSC/VESC: Furness et al. 2013",0.9,0.9,NA,1,0.833,0,0.5,0.444,1,0.25,similar spp: COSC: Bradbury et al. 2014,0.0003,0.024,7,0.016
696,Sea Ducks,Black Scoter,BLSC,Melanitta americana,0.09,NA,NA,3,0.5,0.09,0.09,NA,3,0.5,0.09,NA,NA,NA,0.09,3,0.5,0,0.25,0.25,0.5,"Adams et al. 2016, Drew et al. 2005, Takekawa et al. 2017",0.03,0.01,0.16,5,0.167,0.15,0.5,0.272,3,0.5,"similar spp: COSC: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015; COSC/VESC: Furness et al. 2013",0.9,0.9,NA,1,0.833,0,0.5,0.444,1,0.25,similar spp: COSC: Bradbury et al. 2014,0.00027,0.03,7,0.063
7046,Shearwaters,Sooty Shearwater,SOSH,Ardenna grisea,0.105,0.11,NA,3,0.25,0.21,0.17,0.25,3,0.25,0.158,0.24,0.24,NA,0.199,8,0,0.08,0.5,0.193,0.25,"Adams et al. 2016, Bonnet-Lebrun et al. 2021, Drew et al. 2005, Takekawa et al. 2017; similar spp: MASH: Dean et al. 2013, WTSH: Adams et al. 2020, Ravache et al. 2020, PFSH: Carle et al. 2019",0.002,0,0.052,5,0.167,0.052,0.5,0.24,1,0.5,"similar spp: WTSH: Adams et al. 2020, MASH: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; SCSH: Courbin et al. 2023",0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00026,0.021,5,0.063
6364,Alcids,Pigeon Guillemot,PIGU,Cepphus columba,0.027,0.001,0.054,1,0.5,0.115,0.11,0.12,1,0.5,0.071,NA,0.008,0.063,0.071,6,0,0.01,0.5,0.17,0.5,"Adams et al. 2016, Drew et al. 2005, Ewins 2020, Takekawa et al. 2017; similar spp: COMU: Linnebjerg et al. 2015; RAZO: Benvenuti et al. 2001",0.01,0.008,0.01,3,0.5,0.002,0.5,0.334,1,0.5,"similar spp: COMU: Bradbury et al. 2014, Furness et al. 2013, Robinson Willmott et al. 2013",0.68,0.45,0.72,7,0,0.27,0.5,0.257,1,0.25,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00023,0.015,3,0.063
688,Sea Ducks,Surf Scoter,SUSC,Melanitta perspicillata,0.065,NA,NA,3,0.25,0.065,0.03,0.1,3,0.5,0.065,NA,NA,NA,0.065,4,0.333,0.07,0.25,0.218,0.375,"Adams et al. 2016, Anderson et al. 2020, Drew et al. 2005, Takekawa et al. 2017",0.03,0.01,0.16,5,0.167,0.15,0.5,0.272,3,0.5,"similar spp: COSC: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015; COSC/VESC: Furness et al. 2013",0.9,0.9,NA,1,0.833,0,0.5,0.444,1,0.25,similar spp: COSC: Bradbury et al. 2014,0.00019,0.026,7,0.047
6384,Alcids,Common Murre,COMU,Uria aalge,0.001,0.001,0.054,2,0.5,0.09,0.033,0.12,1,0.5,0.046,0.029,0.028,0.03,0.037,6,0,0.087,0.25,0.112,0.5,"Adams et al. 2016, Drew et al. 2005, Dunn et al. 2020, Linnebjerg et al. 2015, Takekawa et al. 2017; similar spp: RAZO: Benvenuti et al. 2001",0.01,0.008,0.01,3,0.5,0.002,0.25,0.251,1,0.5,"Bradbury et al. 2014, Furness et al. 2013, Robinson Willmott et al. 2013",0.69,0.63,0.72,5,0.167,0.09,0.25,0.169,1,0.1,"Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00012,0.005,3.67,0.025
6338,Alcids,Tufted Puffin,TUPU,Fratercula cirrhata,0.027,0.001,0.054,1,0.5,0.189,0.057,0.34,1,0.5,0.108,NA,0.008,0.063,0.108,5,0.167,0.283,0.5,0.317,0.5,"Drew et al. 2005; similar spp: COMU: Dunn et al. 2020, Linnebjerg et al. 2015; RAZO: Benvenuti et al. 2001; RHAU: Kato et al. 2003",0.001,0,0.005,3,0.5,0.005,0.5,0.335,1,0.5,"similar spp: ATPU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014",0.68,0.45,0.72,7,0,0.27,0.5,0.257,1,0.25,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00003,0.027,3,0.063
6343,Alcids,Horned Puffin,HOPU,Fratercula corniculata,0.027,0.001,0.054,1,0.5,0.189,0.057,0.32,1,0.5,0.108,NA,0.008,0.063,0.108,5,0.167,0.263,0.5,0.31,0.5,"Drew et al. 2005; similar spp: COMU: Dunn et al. 2020, Linnebjerg et al. 2015; RAZO: Benvenuti et al. 2001; RHAU: Kato et al. 2003",0.001,0,0.005,3,0.5,0.005,0.5,0.335,1,0.5,"similar spp: ATPU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014",0.68,0.45,0.72,7,0,0.27,0.5,0.257,1,0.25,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00003,0.027,3,0.063
6337,Alcids,Rhinoceros Auklet,RHAU,Cerorhinca monocerata,0.027,0.001,0.054,2,0.5,0.094,0.057,0.25,1,0.5,0.061,NA,0.008,0.063,0.061,7,0,0.193,0.5,0.231,0.5,"Adams et al. 2016, Drew et al. 2005, Kato et al. 2003, Takekawa et al. 2017; similar spp: COMU: Dunn et al. 2020, Linnebjerg et al. 2015; RAZO: Benvenuti et al. 2001",0.001,0,0.005,3,0.5,0.005,0.5,0.335,1,0.5,"similar spp: ATPU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014",0.68,0.45,0.72,7,0,0.27,0.5,0.257,1,0.25,"similar spp: alcids: Cook et al. 2012, Krijgsveld et al. 2011; COMU: Peschko et al. 2020a, Peschko et al. 2020b, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.00002,0.02,3.67,0.063
